R34 DIAGNOSTIC — REFERENCE RULES / SONS OF HORUS / NAMES
CAT revision=33

PLACEHOLDER RULES (805):
Daemonic Aura | The model gains a 5+ Invulnerable Save. | Daemonic Aura > Legiones Astartes | r47-wb-favour-aura-rule
live-r2-r41-unit-xviii-5-artellus-numeon-retinue-1-r69-centurion-command-jetbikes | Jetbikes (entire squad) | RULES=Mounted Retinue | LINKS= | CATS=
live-r2-r41-unit-xviii-5-artellus-numeon-retinue-1-r71-nl-gen-10-stealth | Stealth Adept — whole squad | RULES=Stealth Adept — whole squad | LINKS= | CATS=
live-r2-r41-unit-xviii-5-artellus-numeon-retinue-1-r71-nl-bj-11 | Beyond Judgement — Trophies of Judgement & Fear | RULES=Beyond Judgement | LINKS= | CATS=
live-r2-r41-unit-xviii-5-artellus-numeon-retinue-1-hq-centurion-ret-command-jump | Jump Packs (+15 pts/model) | RULES= | LINKS= | CATS=
live-r2-r41-unit-xviii-5-artellus-numeon-retinue-1-hq-centurion-ret-command-bike | Space Marine Bikes (+20 pts/model) | RULES= | LINKS= | CATS=
live-r2-r41-unit-xviii-5-artellus-numeon-retinue-1-hq-centurion-ret-command-jet | Jetbikes (+35 pts/model) | RULES= | LINKS= | CATS=
live-r2-r41-unit-xviii-5-artellus-numeon-retinue-1-hq-centurion-ret-command-land-land-raider-phobos | Land Raider Phobos | RULES= | LINKS= | CATS=
live-r2-r41-unit-xviii-5-artellus-numeon-retinue-1-hq-centurion-ret-command-land-land-raider-proteus | Land Raider Proteus | RULES= | LINKS= | CATS=
live-r2-r41-unit-xviii-5-artellus-numeon-retinue-1-hq-centurion-ret-command-land-land-raider-achilles | Land Raider Achilles | RULES= | LINKS= | CATS=
live-r2-r41-unit-xviii-5-artellus-numeon-retinue-1-r83-ih-scions-14-hq-praetor-ret-honour-land-land-raider-phobos | Land Raider Phobos (Scions of Iron) | RULES= | LINKS= | CATS=
live-r2-r41-unit-xviii-5-artellus-numeon-retinue-1-r83-ih-scions-15-hq-praetor-ret-honour-land-land-raider-proteus | Land Raider Proteus (Scions of Iron) | RULES= | LINKS= | CATS=
live-r2-fabius-enhanced-live-r2-r41-unit-xviii-5-artellus-numeon-retinue-1-hq-centurion-ret-command | Enhanced Warriors | RULES=Enhanced Warriors | LINKS= | CATS=
live-r2-fulgrim-blessing-live-r2-r41-unit-xviii-5-artellus-numeon-retinue-1-hq-centurion-ret-command | Blessing of Slaanesh | RULES=Blessing of Slaanesh | LINKS= | CATS=
live-r2-r41-unit-xviii-5-artellus-numeon-retinue-2-hq-praetor-ret-termcommand | Legion Terminator Command Squad | RULES=Beyond Judgement; Cyclone Missile Launcher; Land Raider Dedicated Transport; Legiones Astartes; Retinue; Standard Wargear; Terminator Apothecary; Terminator Champion; Terminator Standard Bearer | LINKS= | CATS=
live-r2-r41-unit-xviii-5-artellus-numeon-retinue-2-hq-praetor-ret-tc-vets | Terminator Veterans | RULES= | LINKS= | CATS=
live-r2-r41-unit-xviii-5-artellus-numeon-retinue-2-hq-praetor-ret-tc-apoth | Terminator Apothecary | RULES=Terminator Apothecary | LINKS= | CATS=
live-r2-r41-unit-xviii-5-artellus-numeon-retinue-2-hq-praetor-ret-tc-standard | Terminator Standard Bearer | RULES=Terminator Standard Bearer | LINKS= | CATS=
live-r2-r41-unit-xviii-5-artellus-numeon-retinue-2-hq-praetor-ret-tc-champ | Terminator Champion | RULES=Terminator Champion | LINKS= | CATS=
live-r2-r41-unit-xviii-5-artellus-numeon-retinue-2-r73-nl-bj-11 | Beyond Judgement — Trophies of Judgement & Fear | RULES=Beyond Judgement | LINKS= | CATS=
live-r2-r41-unit-xviii-5-artellus-numeon-retinue-2-hq-praetor-ret-tc-land-land-raider-phobos | Land Raider Phobos | RULES= | LINKS= | CATS=
live-r2-r41-unit-xviii-5-artellus-numeon-retinue-2-hq-praetor-ret-tc-land-land-raider-proteus | Land Raider Proteus | RULES= | LINKS= | CATS=
live-r2-r41-unit-xviii-5-artellus-numeon-retinue-2-hq-praetor-ret-tc-land-land-raider-achilles | Land Raider Achilles | RULES= | LINKS= | CATS=
r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan | LORD CHAPLAIN NOMUS RHY'TAN | RULES=Apothecary Armoury; Beyond Judgement; Blessing of Slaanesh; Champion Armoury; Cyclone Missile Launcher; Enhanced Warriors; Land Raider Dedicated Transport; Legiones Astartes; Mobility Restrictions; Mounted Retinue; Option restriction; Retinue; Source Entry; Standard Bearer Armoury; Standard Wargear; Stealth Adept — whole squad; Terminator Apothecary; Terminator Champion; Terminator Standard Bearer | LINKS= | CATS=HQ
r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-opt-0-krak-grenades | Krak grenades | RULES=Option restriction | LINKS= | CATS=
r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-opt-1-melta-bombs | Melta bombs | RULES=Option restriction | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-0-r41-unit-xviii-0-firedrake-terminator-squad | FIREDRAKE TERMINATOR SQUAD | RULES=Option restriction; Source Entry | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-0-r41-unit-xviii-0-firedrake-terminator-squad-additional | Squad Models | RULES= | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-0-r41-unit-xviii-0-firedrake-terminator-squad-opt-0-heavy-flamer | Heavy Flamer | RULES=Option restriction | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-0-r41-unit-xviii-0-firedrake-terminator-squad-opt-1-multi-melta | Multi-Melta | RULES=Option restriction | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-1-hq-centurion-ret-command | Legion Command Squad | RULES=Apothecary Armoury; Beyond Judgement; Blessing of Slaanesh; Champion Armoury; Enhanced Warriors; Land Raider Dedicated Transport; Legiones Astartes; Mobility Restrictions; Mounted Retinue; Retinue; Standard Bearer Armoury; Standard Wargear; Stealth Adept — whole squad | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-1-hq-centurion-ret-command-vets | Legion Veterans | RULES= | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-1-hq-centurion-ret-command-apoth | Legion Apothecary | RULES=Apothecary Armoury | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-1-hq-centurion-ret-command-standard | Legion Standard Bearer | RULES=Standard Bearer Armoury | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-1-hq-centurion-ret-command-champ | Legion Champion | RULES=Champion Armoury | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-1-r69-centurion-command-bikes | Space Marine Bikes (entire squad) | RULES=Mounted Retinue | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-1-r69-centurion-command-jetbikes | Jetbikes (entire squad) | RULES=Mounted Retinue | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-1-r71-nl-gen-10-stealth | Stealth Adept — whole squad | RULES=Stealth Adept — whole squad | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-1-r71-nl-bj-11 | Beyond Judgement — Trophies of Judgement & Fear | RULES=Beyond Judgement | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-1-hq-centurion-ret-command-jump | Jump Packs (+15 pts/model) | RULES= | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-1-hq-centurion-ret-command-bike | Space Marine Bikes (+20 pts/model) | RULES= | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-1-hq-centurion-ret-command-jet | Jetbikes (+35 pts/model) | RULES= | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-1-hq-centurion-ret-command-land-land-raider-phobos | Land Raider Phobos | RULES= | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-1-hq-centurion-ret-command-land-land-raider-proteus | Land Raider Proteus | RULES= | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-1-hq-centurion-ret-command-land-land-raider-achilles | Land Raider Achilles | RULES= | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-1-r83-ih-scions-14-hq-praetor-ret-honour-land-land-raider-phobos | Land Raider Phobos (Scions of Iron) | RULES= | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-1-r83-ih-scions-15-hq-praetor-ret-honour-land-land-raider-proteus | Land Raider Proteus (Scions of Iron) | RULES= | LINKS= | CATS=
live-r2-fabius-enhanced-live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-1-hq-centurion-ret-command | Enhanced Warriors | RULES=Enhanced Warriors | LINKS= | CATS=
live-r2-fulgrim-blessing-live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-1-hq-centurion-ret-command | Blessing of Slaanesh | RULES=Blessing of Slaanesh | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-2-hq-praetor-ret-termcommand | Legion Terminator Command Squad | RULES=Beyond Judgement; Cyclone Missile Launcher; Land Raider Dedicated Transport; Legiones Astartes; Retinue; Standard Wargear; Terminator Apothecary; Terminator Champion; Terminator Standard Bearer | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-2-hq-praetor-ret-tc-vets | Terminator Veterans | RULES= | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-2-hq-praetor-ret-tc-apoth | Terminator Apothecary | RULES=Terminator Apothecary | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-2-hq-praetor-ret-tc-standard | Terminator Standard Bearer | RULES=Terminator Standard Bearer | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-2-hq-praetor-ret-tc-champ | Terminator Champion | RULES=Terminator Champion | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-2-r73-nl-bj-11 | Beyond Judgement — Trophies of Judgement & Fear | RULES=Beyond Judgement | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-2-hq-praetor-ret-tc-land-land-raider-phobos | Land Raider Phobos | RULES= | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-2-hq-praetor-ret-tc-land-land-raider-proteus | Land Raider Proteus | RULES= | LINKS= | CATS=
live-r2-r41-unit-xviii-6-lord-chaplain-nomus-rhy-tan-retinue-2-hq-praetor-ret-tc-land-land-raider-achilles | Land Raider Achilles | RULES= | LINKS= | CATS=
r41-unit-xviii-7-xiaphas-jurr-prophet-of-fire | XIAPHAS JURR, PROPHET OF FIRE | RULES=Option restriction; Source Entry | LINKS= | CATS=HQ
r41-unit-xviii-7-xiaphas-jurr-prophet-of-fire-opt-0-krak-grenades | Krak grenades | RULES=Option restriction | LINKS= | CATS=
r41-unit-xviii-7-xiaphas-jurr-prophet-of-fire-opt-1-melta-bombs | Melta bombs | RULES=Option restriction | LINKS= | CATS=
r41-unit-xviii-8-cassian-dracos | CASSIAN DRACOS | RULES=Source Entry | LINKS= | CATS=Elites
r41-unit-xviii-9-forgefather-t-kell | FORGEFATHER T'KELL | RULES=Option restriction; Source Entry | LINKS= | CATS=HQ
r41-unit-xviii-9-forgefather-t-kell-opt-0-krak-grenades | Krak grenades | RULES=Option restriction | LINKS= | CATS=
r41-unit-xviii-9-forgefather-t-kell-opt-1-melta-bombs | Melta bombs | RULES=Option restriction | LINKS= | CATS=
r41-unit-xviii-10-xviii-vulkan-the-forgefather | XVIII — VULKAN, THE FORGEFATHER | RULES=Source Entry | LINKS= | CATS=Lords of War
r42-role-xvi-1-effects-reaver-onslaught-reaver-attack-squads-r41-unit-xvi-1-reaver-attack-squad | REAVER ATTACK SQUAD | RULES=Blessing of Khorne; Blessing of Nurgle; Blessing of Slaanesh; Blessing of Tzeentch; Builder compatibility; Dedicated Transport; Jump Assault; Reaver Onslaught; Rite of War Interaction; Squad-wide cost note | LINKS= | CATS=Troops
r42-role-xvi-1-effects-reaver-onslaught-reaver-attack-squads-r41-unit-xvi-1-reaver-attack-squad-additional | Squad Models | RULES= | LINKS= | CATS=
r42-role-xvi-1-effects-reaver-onslaught-reaver-attack-squads-r41-unit-xvi-1-reaver-attack-squad-opt-6-terminator-honours | Terminator Honours | RULES= | LINKS= | CATS=
r42-role-xvi-1-effects-reaver-onslaught-reaver-attack-squads-r41-unit-xvi-1-reaver-attack-squad-opt-7-krak-grenades | Krak grenades — entire squad | RULES=Squad-wide cost note | LINKS= | CATS=
r42-role-xvi-1-effects-reaver-onslaught-reaver-attack-squads-r41-unit-xvi-1-reaver-attack-squad-opt-8-melta-bombs | Melta bombs — entire squad | RULES=Squad-wide cost note | LINKS= | CATS=
r42-role-xvi-1-effects-reaver-onslaught-reaver-attack-squads-r41-unit-xvi-1-reaver-attack-squad-r32-jump-packs | Jump Packs — entire squad | RULES=Jump Assault | LINKS= | CATS=
r42-role-xvi-1-effects-reaver-onslaught-reaver-attack-squads-r41-unit-xvi-1-reaver-attack-squad-opt-0-flamer | Flamer | RULES= | LINKS= | CATS=
r42-role-xvi-1-effects-reaver-onslaught-reaver-attack-squads-r41-unit-xvi-1-reaver-attack-squad-opt-1-meltagun | Meltagun | RULES= | LINKS= | CATS=
r42-role-xvi-1-effects-reaver-onslaught-reaver-attack-squads-r41-unit-xvi-1-reaver-attack-squad-opt-2-plasma-gun | Plasma Gun | RULES= | LINKS= | CATS=
r42-role-xvi-1-effects-reaver-onslaught-reaver-attack-squads-r41-unit-xvi-1-reaver-attack-squad-opt-3-plasma-pistol | Plasma Pistol | RULES= | LINKS= | CATS=
r42-role-xvi-1-effects-reaver-onslaught-reaver-attack-squads-r41-unit-xvi-1-reaver-attack-squad-opt-4-replace-his-chainaxe-with-a-power-fist | Replace his Chainaxe with a Power fist | RULES= | LINKS= | CATS=
r42-role-xvi-1-effects-reaver-onslaught-reaver-attack-squads-r41-unit-xvi-1-reaver-attack-squad-opt-5-a-pair-of-lightning-claws | a pair of Lightning Claws | RULES= | LINKS= | CATS=
r42-role-xvi-1-effects-reaver-onslaught-reaver-attack-squads-r41-unit-xvi-1-reaver-attack-squad-r32-blessing-khorne | Blessing of Khorne | RULES=Blessing of Khorne | LINKS= | CATS=
r42-role-xvi-1-effects-reaver-onslaught-reaver-attack-squads-r41-unit-xvi-1-reaver-attack-squad-r32-blessing-slaanesh | Blessing of Slaanesh | RULES=Blessing of Slaanesh | LINKS= | CATS=
r42-role-xvi-1-effects-reaver-onslaught-reaver-attack-squads-r41-unit-xvi-1-reaver-attack-squad-r32-blessing-nurgle | Blessing of Nurgle | RULES=Blessing of Nurgle | LINKS= | CATS=
r42-role-xvi-1-effects-reaver-onslaught-reaver-attack-squads-r41-unit-xvi-1-reaver-attack-squad-r32-blessing-tzeentch | Blessing of Tzeentch | RULES=Blessing of Tzeentch | LINKS= | CATS=
r42-role-xviii-0-effects-disciples-of-the-flame-pyroclast-squads-r41-unit-xviii-1-pyroclast-squad | PYROCLAST SQUAD | RULES=Builder compatibility; Option restriction; Rite of War Interaction; Source Entry; Squad-wide cost note | LINKS= | CATS=Troops
r42-role-xviii-0-effects-disciples-of-the-flame-pyroclast-squads-r41-unit-xviii-1-pyroclast-squad-additional | Squad Models | RULES= | LINKS= | CATS=
r42-role-xviii-0-effects-disciples-of-the-flame-pyroclast-squads-r41-unit-xviii-1-pyroclast-squad-opt-0-krak-grenades | Krak grenades (base unit; +2 pts/model) | RULES=Option restriction; Squad-wide cost note | LINKS= | CATS=
r42-role-xviii-0-effects-disciples-of-the-flame-pyroclast-squads-r41-unit-xviii-1-pyroclast-squad-opt-1-melta-bombs | Melta bombs (base unit; +5 pts/model) | RULES=Option restriction; Squad-wide cost note | LINKS= | CATS=
r42-role-xviii-0-effects-disciples-of-the-flame-pyroclast-squads-r41-unit-xviii-1-pyroclast-squad-opt-2-rending-weapon | Rending Weapon | RULES=Option restriction | LINKS= | CATS=
r42-role-xviii-0-effects-disciples-of-the-flame-pyroclast-squads-r41-unit-xviii-1-pyroclast-squad-opt-3-power-weapon | Power weapon | RULES= | LINKS= | CATS=
r42-role-xviii-0-effects-disciples-of-the-flame-pyroclast-squads-r41-unit-xviii-1-pyroclast-squad-opt-4-power-fist | Power fist | RULES=Option restriction | LINKS= | CATS=
r42-role-xviii-0-effects-disciples-of-the-flame-pyroclast-squads-r41-unit-xviii-1-pyroclast-squad-opt-5-thunder-hammer | Thunder hammer | RULES=Option restriction | LINKS= | CATS=
r42-role-xviii-0-salamanders-infernus-destroyer-squads-r41-unit-xviii-2-salamanders-infernus-destroyer-squad | SALAMANDERS INFERNUS DESTROYER SQUAD | RULES=Builder compatibility; Option restriction; Rite of War Interaction; Source Entry; Squad-wide cost note | LINKS= | CATS=Troops
r42-role-xviii-0-salamanders-infernus-destroyer-squads-r41-unit-xviii-2-salamanders-infernus-destroyer-squad-additional | Squad Models | RULES= | LINKS= | CATS=
r42-role-xviii-0-salamanders-infernus-destroyer-squads-r41-unit-xviii-2-salamanders-infernus-destroyer-squad-opt-0-krak-grenades | Krak grenades (base unit; +2 pts/model) | RULES=Option restriction; Squad-wide cost note | LINKS= | CATS=
r42-role-xviii-0-salamanders-infernus-destroyer-squads-r41-unit-xviii-2-salamanders-infernus-destroyer-squad-opt-1-melta-bombs | Melta bombs (base unit; +5 pts/model) | RULES=Option restriction; Squad-wide cost note | LINKS= | CATS=
r42-role-xviii-0-salamanders-infernus-destroyer-squads-r41-unit-xviii-2-salamanders-infernus-destroyer-squad-opt-2-jump-packs | Jump Packs (base unit; +15 pts/model) | RULES=Option restriction; Squad-wide cost note | LINKS= | CATS=
r42-role-xviii-0-salamanders-infernus-destroyer-squads-r41-unit-xviii-2-salamanders-infernus-destroyer-squad-opt-3-heavy-flamer-with-suspensor-we | Heavy Flamer with Suspensor Web | RULES=Option restriction | LINKS= | CATS=
r42-role-xviii-0-salamanders-infernus-destroyer-squads-r41-unit-xviii-2-salamanders-infernus-destroyer-squad-opt-4-multi-melta-with-suspensor-web | Multi-Melta with Suspensor Web | RULES=Option restriction | LINKS= | CATS=
r42-role-xviii-0-salamanders-infernus-destroyer-squads-r41-unit-xviii-2-salamanders-infernus-destroyer-squad-opt-5-volkite-serpenta | Volkite Serpenta | RULES=Option restriction | LINKS= | CATS=
r42-role-xviii-0-salamanders-infernus-destroyer-squads-r41-unit-xviii-2-salamanders-infernus-destroyer-squad-opt-6-plasma-pistol | Plasma pistol | RULES=Option restriction | LINKS= | CATS=
r42-role-xviii-0-salamanders-infernus-destroyer-squads-r41-unit-xviii-2-salamanders-infernus-destroyer-squad-opt-7-rending-weapon | Rending Weapon | RULES=Option restriction | LINKS= | CATS=
r42-role-xviii-0-salamanders-infernus-destroyer-squads-r41-unit-xviii-2-salamanders-infernus-destroyer-squad-opt-8-power-weapon | Power weapon | RULES= | LINKS= | CATS=
r42-role-xviii-0-salamanders-infernus-destroyer-squads-r41-unit-xviii-2-salamanders-infernus-destroyer-squad-opt-9-lightning-claw | Lightning claw | RULES=Option restriction | LINKS= | CATS=
r42-role-xviii-0-salamanders-infernus-destroyer-squads-r41-unit-xviii-2-salamanders-infernus-destroyer-squad-opt-10-power-fist | Power fist | RULES=Option restriction | LINKS= | CATS=
r42-role-xviii-0-salamanders-infernus-destroyer-squads-r41-unit-xviii-2-salamanders-infernus-destroyer-squad-opt-11-thunder-hammer | Thunder hammer | RULES=Option restriction | LINKS= | CATS=
r42-role-xviii-0-salamanders-infernus-destroyer-squads-r41-unit-xviii-2-salamanders-infernus-destroyer-squad-opt-12-inferno-pistol | Inferno Pistol | RULES=Option restriction | LINKS= | CATS=
r46-al-reward-46 | JUSTAERIN TERMINATOR SQUAD — Rewards of Treachery | RULES=Source Entry; The Rewards of Treachery | LINKS= | CATS=Elites; Rewards of Treachery Limit
r46-al-reward-46-r41-unit-xvi-0-justaerin-terminator-squad-additional | Squad Models | RULES= | LINKS= | CATS=
r46-al-reward-46-r41-unit-xvi-0-justaerin-terminator-squad-opt-0-chainfist | Chainfist | RULES= | LINKS= | CATS=
r46-al-reward-46-r41-unit-xvi-0-justaerin-terminator-squad-opt-1-combi-flamer | Combi-flamer | RULES= | LINKS= | CATS=
r46-al-reward-46-r41-unit-xvi-0-justaerin-terminator-squad-opt-2-combi-volkite-charger | Combi-volkite charger | RULES= | LINKS= | CATS=
r46-al-reward-46-r41-unit-xvi-0-justaerin-terminator-squad-opt-3-combi-meltagun | Combi-meltagun | RULES= | LINKS= | CATS=
r46-al-reward-46-r41-unit-xvi-0-justaerin-terminator-squad-opt-4-combi-plasma-gun | Combi-plasma gun | RULES= | LINKS= | CATS=
r46-al-reward-46-r41-unit-xvi-0-justaerin-terminator-squad-opt-5-pair-of-lightning-claws | Pair of Lightning Claws | RULES= | LINKS= | CATS=
r46-al-reward-46-r41-unit-xvi-0-justaerin-terminator-squad-opt-6-heavy-flamer | Heavy Flamer | RULES= | LINKS= | CATS=
